locus_tag	ftype	length_bp	gene	EC_number	COG	product
Agy99_02868	CDS	651		3.6.1.9	COG0424	Nucleoside triphosphate pyrophosphatase
Agy99_02869	CDS	906	sseA	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseA
Agy99_02870	CDS	420			COG2166	putative SufE-like protein
Agy99_02871	CDS	1794	carB_2			Carbamoyl-phosphate synthase large chain
Agy99_02872	CDS	9435	lgrB_1			Linear gramicidin synthase subunit B
Agy99_02873	CDS	570				hypothetical protein
Agy99_02874	CDS	726	sigF		COG1191	RNA polymerase sigma factor SigF
Agy99_02875	CDS	438	rsbW		COG2172	Anti-sigma-F factor RsbW
Agy99_02876	CDS	312				hypothetical protein
Agy99_02877	CDS	378				hypothetical protein
Agy99_02878	CDS	1350	lat	2.6.1.36	COG0160	putative L-lysine-epsilon aminotransferase
Agy99_02879	CDS	453	lrp_2		COG1522	Leucine-responsive regulatory protein
Agy99_02880	CDS	1272			COG5383	putative protein
Agy99_02881	CDS	1596	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
Agy99_02882	CDS	693				hypothetical protein
Agy99_02883	CDS	3144	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
Agy99_02884	CDS	1482				hypothetical protein
Agy99_02885	CDS	765	nei	3.2.2.-	COG0266	Endonuclease 8
Agy99_02886	CDS	918				hypothetical protein
Agy99_02887	CDS	387				hypothetical protein
Agy99_02888	CDS	318				hypothetical protein
Agy99_02889	CDS	960				hypothetical protein
Agy99_02890	CDS	795				hypothetical protein
Agy99_02891	CDS	1113	pstS3_2		COG0226	Phosphate-binding protein PstS 3
Agy99_02892	CDS	321				hypothetical protein
Agy99_02893	CDS	2892				hypothetical protein
Agy99_02894	CDS	867				hypothetical protein
Agy99_02895	CDS	729				hypothetical protein
Agy99_02896	CDS	261				hypothetical protein
Agy99_02897	CDS	666	phoU1		COG0704	Phosphate-specific transport system accessory protein PhoU 
Agy99_02898	CDS	4110	ctpI_1	3.6.3.-	COG0474	putative cation-transporting ATPase I
Agy99_02899	CDS	381				hypothetical protein
Agy99_02900	CDS	255				hypothetical protein
Agy99_02901	CDS	345				hypothetical protein
Agy99_02902	CDS	1545				hypothetical protein
Agy99_02903	CDS	1758	glpD2	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
Agy99_02904	CDS	1413	lpdA	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
Agy99_02905	CDS	450				hypothetical protein
Agy99_02906	CDS	888				hypothetical protein
Agy99_02907	CDS	1170	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
Agy99_02908	CDS	1182		3.5.1.47		N-acetyldiaminopimelate deacetylase
Agy99_02909	CDS	822	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase
Agy99_02910	CDS	1581		5.4.2.8	COG1109	putative phosphomannomutase
Agy99_02911	CDS	570	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
Agy99_02912	CDS	843	sapM	3.1.3.64		Phosphatidylinositol-3-phosphatase
Agy99_02913	CDS	1326				hypothetical protein
Agy99_02914	CDS	897				hypothetical protein
Agy99_02915	CDS	1413				hypothetical protein
Agy99_02916	CDS	1428	pucI		COG1953	putative allantoin permease
Agy99_02917	CDS	126				hypothetical protein
Agy99_02918	CDS	912				hypothetical protein
Agy99_02919	CDS	960	alc	3.5.3.4		allantoicase
Agy99_02920	CDS	1284				hypothetical protein
Agy99_02921	CDS	147				hypothetical protein
Agy99_02922	CDS	1179				hypothetical protein
Agy99_02923	CDS	1302				hypothetical protein
Agy99_02924	CDS	648				putative PPE family protein PPE47/PPE48
Agy99_02925	CDS	411				hypothetical protein
Agy99_02926	CDS	960				hypothetical protein
Agy99_02927	CDS	318				hypothetical protein
Agy99_02928	CDS	567				putative PPE family protein PPE47/PPE48
Agy99_02929	CDS	330				hypothetical protein
Agy99_02930	CDS	1302				hypothetical protein
Agy99_02931	CDS	1620				hypothetical protein
Agy99_02932	CDS	1407	sir_1	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
Agy99_02933	CDS	735	cysH_1	1.8.4.8	COG0175	putative phosphoadenosine phosphosulfate reductase
Agy99_02934	CDS	720	cbiX_1	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
Agy99_02935	CDS	939				putative HTH-type transcriptional regulator
Agy99_02936	CDS	1272	fprA_2	1.18.1.2	COG0493	NADPH-ferredoxin reductase FprA
Agy99_02937	CDS	327	fdxA_2		COG1146	Ferredoxin
Agy99_02938	CDS	594				hypothetical protein
Agy99_02939	CDS	660				hypothetical protein
Agy99_02940	CDS	375				hypothetical protein
Agy99_02941	CDS	1263				hypothetical protein
Agy99_02942	CDS	1002				hypothetical protein
Agy99_02943	CDS	1341		2.3.1.20		Putative diacyglycerol O-acyltransferase
Agy99_02944	CDS	1149	hsaA_1	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
Agy99_02945	CDS	693				putative protein
Agy99_02946	CDS	441				hypothetical protein
Agy99_02947	CDS	318				hypothetical protein
Agy99_02948	CDS	684				hypothetical protein
Agy99_02949	CDS	495			COG0025	putative Na(+)/H(+) exchanger
Agy99_02950	CDS	1302				hypothetical protein
Agy99_02951	CDS	1056			COG0025	putative Na(+)/H(+) exchanger
Agy99_02952	CDS	717				hypothetical protein
Agy99_02953	CDS	129				hypothetical protein
Agy99_02954	CDS	630	mhpA_2	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
Agy99_02955	CDS	792	oxyS_2	1.14.13.234		12-dehydrotetracycline 5-monooxygenase/anhydrotetracycline 6-monooxygenase
Agy99_02956	CDS	867	fgd_2	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
Agy99_02957	CDS	735				hypothetical protein
Agy99_02958	CDS	243				hypothetical protein
Agy99_02959	CDS	1035				putative PPE family protein PPE51
Agy99_02960	CDS	915	cdh	3.6.1.26	COG2134	putative CDP-diacylglycerol pyrophosphatase
Agy99_02961	CDS	600				hypothetical protein
Agy99_02962	CDS	474				hypothetical protein
Agy99_02963	CDS	1248				hypothetical protein
Agy99_02964	CDS	996	dhmA_1	3.8.1.5		Haloalkane dehalogenase
Agy99_02965	CDS	321				hypothetical protein
Agy99_02966	CDS	867				hypothetical protein
Agy99_02967	CDS	1080				hypothetical protein
Agy99_02968	CDS	1143		4.4.1.13	COG1168	Putative cystathionine beta-lyase
Agy99_02969	CDS	546				hypothetical protein
Agy99_02970	CDS	192				hypothetical protein
Agy99_02971	CDS	732				hypothetical protein
Agy99_02972	CDS	729	cysQ_2	3.1.3.7	COG1218	3'-phosphoadenosine 5'-phosphate phosphatase
Agy99_02973	CDS	666	hsaA_2	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
Agy99_02974	CDS	213				hypothetical protein
Agy99_02975	CDS	222				hypothetical protein
Agy99_02976	CDS	456			COG2826	IS30 family transposase ISMsm8
Agy99_02977	CDS	156				hypothetical protein
Agy99_02978	CDS	795				hypothetical protein
Agy99_02979	CDS	1302				hypothetical protein
Agy99_02980	CDS	465		1.5.3.6		6-hydroxy-D-nicotine oxidase
Agy99_02981	CDS	1335				IS256 family transposase IS2606
Agy99_02982	CDS	1302				hypothetical protein
Agy99_02983	CDS	150				hypothetical protein
Agy99_02984	CDS	1146				putative PPE family protein PPE51
Agy99_02985	CDS	1029				hypothetical protein
Agy99_02986	CDS	750	ind7	2.1.1.328		N-demethylindolmycin N-methyltransferase
Agy99_02987	CDS	684				hypothetical protein
Agy99_02988	CDS	519	bcr			Bicyclomycin resistance protein
Agy99_02989	CDS	783		3.-.-.-		putative metallo-hydrolase
Agy99_02990	CDS	2634				hypothetical protein
Agy99_02991	CDS	1947	htpG		COG0326	Chaperone protein HtpG
Agy99_02992	CDS	972		1.-.-.-	COG0667	putative oxidoreductase
Agy99_02993	CDS	639				hypothetical protein
Agy99_02994	CDS	186	rubA_2		COG1773	Rubredoxin
Agy99_02995	CDS	168	alkF_2			Rubredoxin-1
Agy99_02996	CDS	1221	alkB_3	1.14.15.3		Alkane 1-monooxygenase
Agy99_02997	CDS	1926	glgX_2	3.2.1.-	COG1523	Glycogen operon protein GlgX 
Agy99_02998	CDS	1335				IS256 family transposase IS2606
Agy99_02999	CDS	222				hypothetical protein
Agy99_03000	CDS	717				hypothetical protein
Agy99_03001	CDS	621				hypothetical protein
Agy99_03002	CDS	1029				hypothetical protein
Agy99_03003	CDS	1179		1.3.99.-		Acyl-CoA dehydrogenase FadE34
Agy99_03004	CDS	990	menB_2	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
Agy99_03005	CDS	651		1.1.1.201	COG0300	7-beta-hydroxysteroid dehydrogenase (NADP(+))
Agy99_03006	CDS	507				hypothetical protein
Agy99_03007	CDS	972				hypothetical protein
Agy99_03008	CDS	429				hypothetical protein
Agy99_03009	CDS	864	atzF	3.5.1.54		Allophanate hydrolase
Agy99_03010	CDS	636	menG_2	2.1.1.163		Demethylmenaquinone methyltransferase
Agy99_03011	CDS	933		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_03012	CDS	417				hypothetical protein
Agy99_03013	CDS	843	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
Agy99_03014	CDS	1332				hypothetical protein
Agy99_03015	CDS	1287				hypothetical protein
Agy99_03016	CDS	912				hypothetical protein
Agy99_03017	CDS	783				hypothetical protein
Agy99_03018	CDS	237				hypothetical protein
Agy99_03019	CDS	861				hypothetical protein
Agy99_03020	CDS	2952				hypothetical protein
Agy99_03021	CDS	660				hypothetical protein
Agy99_03022	CDS	219				hypothetical protein
Agy99_03023	CDS	921	embR_2		COG1716	Transcriptional regulatory protein EmbR
Agy99_03024	CDS	669				putative PPE family protein PPE40
Agy99_03025	CDS	1302				hypothetical protein
Agy99_03026	CDS	261				hypothetical protein
Agy99_03027	CDS	795				hypothetical protein
Agy99_03028	CDS	2178	glnA_1	6.3.1.2		Glutamine synthetase
Agy99_03029	CDS	1281				hypothetical protein
Agy99_03030	CDS	432				hypothetical protein
Agy99_03031	CDS	759				hypothetical protein
Agy99_03032	CDS	1719				hypothetical protein
Agy99_03033	CDS	1218		1.5.1.43		Carboxynorspermidine synthase
Agy99_03034	CDS	1557	prr_1	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
Agy99_03035	CDS	516				hypothetical protein
Agy99_03036	CDS	1356		2.6.1.-	COG0161	putative aminotransferase
Agy99_03037	CDS	981	ssuD_3	1.14.14.5		Alkanesulfonate monooxygenase
Agy99_03038	CDS	567			COG1309	putative HTH-type transcriptional regulator
Agy99_03039	CDS	846				hypothetical protein
Agy99_03040	CDS	429				hypothetical protein
Agy99_03041	CDS	429				hypothetical protein
Agy99_03042	CDS	1116				hypothetical protein
Agy99_03043	CDS	1437	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
Agy99_03044	CDS	1566	plcB_2	3.1.4.3	COG3511	Phospholipase C 2
Agy99_03045	CDS	579				hypothetical protein
Agy99_03046	CDS	393				hypothetical protein
Agy99_03047	CDS	132				hypothetical protein
Agy99_03048	CDS	669				hypothetical protein
Agy99_03049	CDS	777	thiG	2.8.1.10	COG2022	Thiazole synthase
Agy99_03050	CDS	198				hypothetical protein
Agy99_03051	CDS	1020	thiO	1.4.3.19	COG0665	Glycine oxidase
Agy99_03052	CDS	663	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
Agy99_03053	CDS	624	mutT3	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 3
Agy99_03054	CDS	1320				hypothetical protein
Agy99_03055	CDS	987				hypothetical protein
Agy99_03056	CDS	2304	pknG	2.7.11.1	COG0515	Serine/threonine-protein kinase PknG
Agy99_03057	CDS	861				hypothetical protein
Agy99_03058	CDS	1167	ackA	2.7.2.1	COG0282	Acetate kinase
Agy99_03059	CDS	825	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
Agy99_03060	CDS	1293	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
Agy99_03061	CDS	1011	fgd1	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase
Agy99_03062	CDS	753	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
Agy99_03063	CDS	1254	pikAIV	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA4, module 6
Agy99_03064	CDS	447				hypothetical protein
Agy99_03065	CDS	1056	mmpL1_2		COG2409	putative transport protein MmpL1
Agy99_03066	CDS	237	ntaA_1	1.14.14.10		Nitrilotriacetate monooxygenase component A
Agy99_03067	CDS	783	ntaA_2	1.14.14.10		Nitrilotriacetate monooxygenase component A
Agy99_03068	CDS	276				hypothetical protein
Agy99_03069	CDS	711				hypothetical protein
Agy99_03070	CDS	342				hypothetical protein
Agy99_03071	CDS	210				hypothetical protein
Agy99_03072	CDS	1302				hypothetical protein
Agy99_03073	CDS	966	ntaA_3	1.14.14.10		Nitrilotriacetate monooxygenase component A
Agy99_03074	CDS	507				hypothetical protein
Agy99_03075	CDS	381				hypothetical protein
Agy99_03076	CDS	1188	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
Agy99_03077	CDS	1140	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
Agy99_03078	CDS	1335				IS256 family transposase IS2606
Agy99_03079	CDS	1302				hypothetical protein
Agy99_03080	CDS	567				hypothetical protein
Agy99_03081	CDS	990	aes_2	3.1.1.-		Acetyl esterase
Agy99_03082	CDS	630				hypothetical protein
Agy99_03083	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
Agy99_03084	CDS	678				hypothetical protein
Agy99_03085	CDS	771	rip2		COG1994	Putative zinc metalloprotease Rip2
Agy99_03086	CDS	924	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
Agy99_03087	CDS	975		2.8.2.-		Glycolipid sulfotransferase
Agy99_03088	CDS	255				hypothetical protein
Agy99_03089	CDS	759				hypothetical protein
Agy99_03090	CDS	471				hypothetical protein
Agy99_03091	CDS	816				hypothetical protein
Agy99_03092	CDS	675	bioF_3	2.3.1.47		8-amino-7-oxononanoate synthase
Agy99_03093	CDS	1302				hypothetical protein
Agy99_03094	CDS	1773		6.2.1.51	COG0318	4-hydroxyphenylalkanoate adenylyltransferase
Agy99_03095	CDS	561	mfpA		COG1357	Pentapeptide repeat protein MfpA
Agy99_03096	CDS	606				hypothetical protein
Agy99_03097	CDS	387				hypothetical protein
Agy99_03098	CDS	432			COG2018	Serine protease inhibitor
Agy99_03099	CDS	2730				hypothetical protein
Agy99_03100	CDS	585				hypothetical protein
Agy99_03101	CDS	465	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
Agy99_03102	CDS	1209				hypothetical protein
Agy99_03103	CDS	645				hypothetical protein
Agy99_03104	CDS	1302				hypothetical protein
Agy99_03105	CDS	267				hypothetical protein
Agy99_03106	CDS	270	tuf_2			Elongation factor Tu
Agy99_03107	CDS	324				hypothetical protein
Agy99_03108	CDS	204				hypothetical protein
Agy99_03109	CDS	594				hypothetical protein
Agy99_03110	CDS	1302				hypothetical protein
Agy99_03111	CDS	351				hypothetical protein
Agy99_03112	CDS	573				putative protein
Agy99_03113	CDS	564				putative protein
Agy99_03114	CDS	1464				hypothetical protein
Agy99_03115	CDS	1170	lprN_2			Lipoprotein LprN
Agy99_03116	CDS	1284				hypothetical protein
Agy99_03117	CDS	1140				hypothetical protein
Agy99_03118	CDS	99				hypothetical protein
Agy99_03119	CDS	1029				hypothetical protein
Agy99_03120	CDS	519				hypothetical protein
Agy99_03121	CDS	789				hypothetical protein
Agy99_03122	CDS	693				hypothetical protein
Agy99_03123	CDS	849	mlaE_2		COG0767	Intermembrane phospholipid transport system permease protein MlaE
Agy99_03124	CDS	195	suaB			Ferredoxin-1
Agy99_03125	CDS	357				hypothetical protein
Agy99_03126	CDS	1008	pikC_2	1.14.15.33		Cytochrome P450 monooxygenase PikC
Agy99_03127	CDS	1197	malT			HTH-type transcriptional regulator MalT
Agy99_03128	CDS	1524	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
Agy99_03129	CDS	420				hypothetical protein
Agy99_03130	CDS	1203	mce3R_1			Transcriptional repressor Mce3R
Agy99_03131	CDS	363	gdx		COG2076	Guanidinium exporter
Agy99_03132	CDS	351				hypothetical protein
Agy99_03133	CDS	354				hypothetical protein
Agy99_03134	CDS	483				hypothetical protein
Agy99_03135	CDS	771	linC_1	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
Agy99_03136	CDS	1098	ribBA_2	3.5.4.25		Riboflavin biosynthesis protein RibBA
Agy99_03137	CDS	534		1.5.1.37		Flavin reductase
Agy99_03138	CDS	1056	ephB	3.3.2.10		Epoxide hydrolase B
Agy99_03139	CDS	2520	nqrF	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
Agy99_03140	CDS	1140		1.14.14.155		3,6-diketocamphane 1,6-monooxygenase
Agy99_03141	CDS	600				Putative enoyl-CoA hydratase EchA13
Agy99_03142	CDS	297				Putative enoyl-CoA hydratase EchA13
Agy99_03143	CDS	1080		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
Agy99_03144	CDS	1089		1.3.99.-		Acyl-CoA dehydrogenase FadE27
Agy99_03145	CDS	498	tpx	1.11.1.15	COG2077	Thiol peroxidase
Agy99_03146	CDS	1044				hypothetical protein
Agy99_03147	CDS	1302				hypothetical protein
Agy99_03148	CDS	1335				IS256 family transposase IS2606
Agy99_03149	CDS	384				hypothetical protein
Agy99_03150	CDS	534	atoE_1		COG2031	Putative short-chain fatty acid transporter
Agy99_03151	CDS	1302				hypothetical protein
Agy99_03152	CDS	861	atoE_2		COG2031	Putative short-chain fatty acid transporter
Agy99_03153	CDS	951	rhaS			HTH-type transcriptional activator RhaS
Agy99_03154	CDS	555				hypothetical protein
Agy99_03155	CDS	333				hypothetical protein
Agy99_03156	CDS	660				hypothetical protein
Agy99_03157	CDS	855				hypothetical protein
Agy99_03158	CDS	477				hypothetical protein
Agy99_03159	CDS	609		1.1.1.119	COG1028	Glucose 1-dehydrogenase
Agy99_03160	CDS	708				hypothetical protein
Agy99_03161	CDS	369				hypothetical protein
Agy99_03162	CDS	1470				hypothetical protein
Agy99_03163	CDS	585		1.11.1.15	COG0450	Peroxiredoxin
Agy99_03164	CDS	1335				IS256 family transposase IS2606
Agy99_03165	CDS	1389		3.5.4.32	COG0402	8-oxoguanine deaminase
Agy99_03166	CDS	1302				hypothetical protein
Agy99_03167	CDS	363				hypothetical protein
Agy99_03168	CDS	579				hypothetical protein
Agy99_03169	CDS	1590				hypothetical protein
Agy99_03170	CDS	276				hypothetical protein
Agy99_03171	CDS	1875		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
Agy99_03172	CDS	279				hypothetical protein
Agy99_03173	CDS	525				hypothetical protein
Agy99_03174	CDS	225				hypothetical protein
Agy99_03175	CDS	402				hypothetical protein
Agy99_03176	CDS	441				hypothetical protein
Agy99_03177	CDS	984	aao_2	1.4.3.3	COG0665	putative D-amino-acid oxidase
Agy99_03178	CDS	468				hypothetical protein
Agy99_03179	CDS	426				hypothetical protein
Agy99_03180	CDS	726				hypothetical protein
Agy99_03181	CDS	1302				hypothetical protein
Agy99_03182	CDS	228				hypothetical protein
Agy99_03183	CDS	1248				hypothetical protein
Agy99_03184	CDS	594	mftR_2			Putative mycofactocin biosynthesis transcriptional regulator MftR
Agy99_03185	CDS	1581				hypothetical protein
Agy99_03186	CDS	1005	tdh_3	1.1.1.103		L-threonine 3-dehydrogenase
Agy99_03187	CDS	429	yndB		COG3832	putative protein YndB
Agy99_03188	CDS	327				hypothetical protein
Agy99_03189	CDS	720				hypothetical protein
Agy99_03190	CDS	285				hypothetical protein
Agy99_03191	CDS	549				hypothetical protein
Agy99_03192	CDS	369				hypothetical protein
Agy99_03193	CDS	1302				hypothetical protein
Agy99_03194	CDS	2289	icl2	4.1.3.1		Isocitrate lyase 2
Agy99_03195	CDS	2112				PPE family protein PPE34
Agy99_03196	CDS	414				hypothetical protein
Agy99_03197	CDS	333				hypothetical protein
Agy99_03198	CDS	468				hypothetical protein
Agy99_03199	CDS	1164	limB_2	1.14.13.107		Limonene 1,2-monooxygenase
Agy99_03200	CDS	627	dap	3.4.11.19		D-aminopeptidase
Agy99_03201	CDS	1284				hypothetical protein
Agy99_03202	CDS	819				hypothetical protein
Agy99_03203	CDS	1062				hypothetical protein
Agy99_03204	CDS	363				hypothetical protein
Agy99_03205	CDS	2946	nanT			Sialic acid transporter NanT
Agy99_03206	CDS	270				hypothetical protein
Agy99_03207	CDS	495			COG2110	putative protein
Agy99_03208	CDS	327				hypothetical protein
Agy99_03209	CDS	210				hypothetical protein
Agy99_03210	CDS	432	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
Agy99_03211	CDS	909		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
Agy99_03212	CDS	1026		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
Agy99_03213	CDS	1554	hapE_1	1.14.13.84		4-hydroxyacetophenone monooxygenase
Agy99_03214	CDS	651		1.14.15.29	COG2124	Steroid C26-monooxygenase
Agy99_03215	CDS	1014	adhT	1.1.1.1		Alcohol dehydrogenase
Agy99_03216	CDS	540				hypothetical protein
Agy99_03217	CDS	672				hypothetical protein
Agy99_03218	CDS	1143				hypothetical protein
Agy99_03219	CDS	1302				hypothetical protein
Agy99_03220	CDS	978	fbpB	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85B
Agy99_03221	CDS	591	lppJ_1			Putative lipoprotein LppJ
Agy99_03222	CDS	945	fgd_3	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
Agy99_03223	CDS	846	dhmA_2	3.8.1.5		Haloalkane dehalogenase
Agy99_03224	CDS	573		5.4.99.5	COG1605	Secreted chorismate mutase
Agy99_03225	CDS	414	rpfC	3.-.-.-		Resuscitation-promoting factor RpfC
Agy99_03226	CDS	459				hypothetical protein
Agy99_03227	CDS	834	hcaB_4	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
Agy99_03228	CDS	423	lppE_2			putative lipoprotein LppE
Agy99_03229	CDS	1317		1.14.-.-		Putative cytochrome P450 140
Agy99_03230	CDS	315				hypothetical protein
Agy99_03231	CDS	213				hypothetical protein
Agy99_03232	CDS	495	dhbF_8		COG1020	Dimodular nonribosomal peptide synthase
Agy99_03233	CDS	1302				hypothetical protein
Agy99_03234	CDS	1335				IS256 family transposase IS2606
Agy99_03235	CDS	1302				hypothetical protein
Agy99_03236	CDS	1533	dhbF_9		COG1020	Dimodular nonribosomal peptide synthase
Agy99_03237	CDS	318				hypothetical protein
Agy99_03238	CDS	531	QRSL1	6.3.5.7		Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic/mitochondrial
Agy99_03239	CDS	801	aam	3.5.1.13	COG0154	Acylamidase
Agy99_03240	CDS	1155				hypothetical protein
Agy99_03241	CDS	582	glnA_2	6.3.1.2	COG0174	Glutamine synthetase
Agy99_03242	CDS	675				hypothetical protein
Agy99_03243	CDS	654				hypothetical protein
Agy99_03244	CDS	495				hypothetical protein
Agy99_03245	CDS	480	bfr	1.16.3.1	COG2193	Bacterioferritin
Agy99_03246	CDS	177				hypothetical protein
Agy99_03247	CDS	759	crt_4	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
Agy99_03248	CDS	444				hypothetical protein
Agy99_03249	CDS	714				hypothetical protein
Agy99_03250	CDS	960	oxyR			putative hydrogen peroxide-inducible genes activator
Agy99_03251	CDS	588	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
Agy99_03252	CDS	537	ahpD	1.11.1.15	COG2128	Alkyl hydroperoxide reductase AhpD
Agy99_03253	CDS	1353	nplT	3.2.1.135		Neopullulanase
Agy99_03254	CDS	1245	lldD	1.1.-.-	COG1304	Putative L-lactate dehydrogenase
Agy99_03255	CDS	2343	lon	3.4.21.53	COG0466	Lon protease
Agy99_03256	CDS	348				hypothetical protein
Agy99_03257	CDS	333				hypothetical protein
Agy99_03258	CDS	447				hypothetical protein
Agy99_03259	CDS	2100			COG0574	putative protein
Agy99_03260	CDS	1485				hypothetical protein
Agy99_03261	CDS	645		2.8.3.-	COG1804	putative CoA-transferase
Agy99_03262	CDS	1707		2.8.3.-	COG1804	putative CoA-transferase
Agy99_03263	CDS	327				hypothetical protein
Agy99_03264	CDS	204				hypothetical protein
Agy99_03265	CDS	858	ephD_3	1.-.-.-	COG1028	putative oxidoreductase EphD
Agy99_03266	CDS	2403	xpkA	4.1.2.9		Xylulose-5-phosphate phosphoketolase
Agy99_03267	CDS	666				hypothetical protein
Agy99_03268	CDS	294				hypothetical protein
Agy99_03269	CDS	1002	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
Agy99_03270	CDS	297				hypothetical protein
Agy99_03271	CDS	921	apa			Alanine and proline-rich secreted protein Apa
Agy99_03272	CDS	1122	modC	7.3.2.5	COG1118	Molybdenum import ATP-binding protein ModC
Agy99_03273	CDS	186				hypothetical protein
Agy99_03274	CDS	1458				hypothetical protein
Agy99_03275	CDS	801				hypothetical protein
Agy99_03276	CDS	795	cysW_1		COG4208	Sulfate transport system permease protein CysW
Agy99_03277	CDS	714	modA		COG0725	Molybdate-binding protein ModA
Agy99_03278	CDS	672		1.-.-.-		Putative oxidoreductase
Agy99_03279	CDS	924	fgd_4	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
Agy99_03280	CDS	1386		1.6.99.-	COG1252	NADH dehydrogenase-like protein
Agy99_03281	CDS	645	ureD			Urease accessory protein UreD
Agy99_03282	CDS	672	ureG		COG0378	Urease accessory protein UreG
Agy99_03283	CDS	621	ureF			Urease accessory protein UreF
Agy99_03284	CDS	1734	ureC	3.5.1.5	COG0804	Urease subunit alpha
Agy99_03285	CDS	312	ureB	3.5.1.5	COG0832	Urease subunit beta
Agy99_03286	CDS	303	ureA	3.5.1.5	COG0831	Urease subunit gamma
Agy99_03287	CDS	441		3.1.2.-	COG2050	Putative esterase
Agy99_03288	CDS	417	blaI		COG3682	Transcriptional regulator BlaI
Agy99_03289	CDS	951				hypothetical protein
Agy99_03290	CDS	1452	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
Agy99_03291	CDS	1437	guaB1	1.-.-.-	COG0516	putative oxidoreductase
Agy99_03292	CDS	201				hypothetical protein
Agy99_03293	CDS	1080				hypothetical protein
Agy99_03294	CDS	282			COG1253	putative protein
Agy99_03295	CDS	1662	ilvG	2.2.1.6	COG0028	Acetolactate synthase large subunit IlvG
Agy99_03296	CDS	2337	secA2		COG0653	Protein translocase subunit SecA 2
Agy99_03297	CDS	630	pgsA2	2.7.8.41	COG0558	Putative cardiolipin synthase
Agy99_03298	CDS	933				hypothetical protein
Agy99_03299	CDS	333				hypothetical protein
Agy99_03300	CDS	891				hypothetical protein
Agy99_03301	CDS	405	gcvH_1		COG0509	Glycine cleavage system H protein
Agy99_03302	CDS	489				putative protein
Agy99_03303	CDS	756			COG0789	putative HTH-type transcriptional regulator
Agy99_03304	CDS	495			COG1259	putative protein
Agy99_03305	CDS	537			COG0789	putative HTH-type transcriptional regulator
Agy99_03306	CDS	2838	gcvP_1	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating)
Agy99_03307	CDS	420				hypothetical protein
Agy99_03308	CDS	681				hypothetical protein
